部分,考试类型,问题类型,问答对,筛选后三元组
高考学考,中职校学业水平考试,报名篇,问：中职校学业水平考试怎样报名？答：学生通过学籍所在学校集体报名，其基本信息由本市中等职业学校学生信息系统统一提供。,"['(中职校学业水平考试, 属于, 高考学考)', '(中职校学业水平考试, 报名方式, 通过学籍所在学校集体报名)']"
高考学考,中职校学业水平考试,考试篇,"问：2023年中职校学业水平考试有哪些科目？什么时候考？答：考试科目包括语文、数学、英语和信息技术4个科目。语文、数学科目采用笔试方式，时间均为100分钟。英语科目分设笔试（含听力）和口语测试，笔试时间为90分钟，口语测试采用人机对话方式单独组织，分批次开考，每场考试时间为10分钟。信息技术科目采用机考形式，分批次开考，每场考试时间为60分钟。以2023年考试时间为例：考试日期：12月2日（星期六），考试时间：8:30起（每场10分钟），考试科目：英语口试
考试日期：12月16日（星期六），考试时间：9:00-10:40，考试科目：语文
考试日期：12月16日（星期六），考试时间：13:30-15:10，考试科目：数学
考试日期：12月17日（星期日），考试时间：9:00-10:40，考试科目：英语（含听力）
考试日期：12月17日（星期日），考试时间：13:30起（每场60分钟），考试科目：信息技术","['(中职校学业水平考试, 包含科目, 语文)', '(中职校学业水平考试, 包含科目, 数学)', '(中职校学业水平考试, 包含科目, 英语)', '(中职校学业水平考试, 包含科目, 信息技术)', '(语文, 考试方式, 笔试)', '(数学, 考试方式, 笔试)', '(英语科目, 包含, 口语测试)', '(口语测试, 考试方式, 人机对话)', '(信息技术, 考试方式, 机考)', '(语文, 考试时间, 100分钟)', '(数学, 考试时间, 100分钟)', '(英语, 笔试时间, 90分钟)', '(口语测试, 考试时间, 10分钟)', '(信息技术, 考试时间, 60分钟)', '(口语测试, 考试安排, 分批次开考)', '(信息技术, 考试安排, 分批次开考)', '(中职校学业水平考试, 举办年份, 2023年)','(中职校学业水平考试英语口试, 考试时间, 2023年12月2日（星期六） 8:30起（每场10分钟）)', '(中职校学业水平考试语文科目, 考试时间, 2023年12月16日（星期六） 9:00-10:40)', '(中职校学业水平考试数学科目, 考试时间, 2023年12月16日（星期六） 13:30-15:10)', '(中职校学业水平考试英语（含听力）科目, 考试时间, 2023年12月17日（星期日） 9:00-10:40)', '(中职校学业水平考试信息技术科目, 考试时间, 2023年12月17日（星期日） 13:30起（每场60分钟）)']"
高考学考,中职校学业水平考试,考试篇,问：什么时候下载准考证？答：准考证下载时间以学校通知为准，建议考生可跟学校负责老师联系并确认。,[]
高考学考,中职校学业水平考试,考试篇,问：考生进入考场可以携带计算器吗？答：以《考场规则》为准。,"['(考生, 参加, 高考学考-中职校学业水平考试-考试篇)']"
高考学考,中职校学业水平考试,考试篇,问：考生如果迟到了，最晚什么时候可以进入考场？答：语文、数学科目开考15分钟后，迟到考生不得进入考点，记为缺考，不再安排考试。英语科目开考前 15 分钟后，迟到考生不得进入考点，记为缺考，不再安排考试。信息技术科目从考生进入准备室开始，当场考生进入准备室后，迟到考生不得参加该场次测试，由考点工作人员安排参加本考点其他场次的测试,[]
高考学考,其他考试—专升本考试,结果篇,问：考试成绩什么时间查询？答：成绩查询时间以市教育考试院发布的消息稿为准。考生可在规定时间登录上海市教育考试院“上海招考热线”网站（www.shmeea.edu.cn）首页“成绩查询”栏目，输入本人中等职业学校学业水平考试准考证上的12位数报名号和密码（报名时所确认的考生证件号码最后不含字母的6位数字），查询本人的语文、数学、英语、信息技术四门科目的成绩。,"['(上海教育考试院, 发布, 消息稿)', '(成绩查询时间, 依据, 市教育考试院发布的消息稿)', '(考生, 登录, 上海招考热线首页)', '(上海市教育考试院报名网站, 隶属于, 上海教育考试院)', '(成绩查询栏目, 位于, 上海招考热线首页)', '(考生, 需输入, 中等职业学校学业水平考试12位数报名号)', '(考生, 输入, 证件号码最后6位数字)', '(准考证, 具有, 12位报名号)', '(密码, 提取自, 证件号码最后6位数字)', '(语文, 考试科目, 中职校学业水平考试)', '(英语, 科目, 中职校学业水平考试)', '(中职校学业水平考试, 包含科目, 信息技术)']"
高考学考,其他考试—专升本考试,结果篇,问：对于成绩不认可如何申请复核？答：考生可于规定时间登录“上海招考热线”网站（www.shmeea.edu.cn），点击首页下方的“成绩查询”栏目，申请成绩复核。成绩复核主要核查成绩处理各环节有无差错，不重新评卷，不予查阅答卷。复核结果仅向考生提供所复核科目等级。成绩复核结果通过“上海招考热线”网站（www.shmeea.edu.cn）反馈，考生届时可在规定时间登录该网站，点击首页下方的“成绩查询”栏目，查询复核结果。,[]
高考学考,其他考试—专升本考试,报名篇,问：哪些考生可以报名参加2023年专升本考试？答：2023年专升本考试报考对象：（1）本市普通高校2023届专科（含高职）毕业生和被外地高校录取的2023届专科（含高职）上海生源毕业生。其中，包括2023年春季毕业的专科（含高职）毕业生。（2）符合中共中央办公厅、国务院办公厅印发的《关于进一步引导和鼓励高校毕业生到基层工作的意见》（中办发〔2016〕79号）规定，参加基层服务项目前无工作经历的本市普通高校专科（含高职）毕业生和被外地高校录取的专科（含高职）上海生源毕业生，服务期满且考核合格后2年内，可享受2023届应届生待遇报考。（3）两类退役士兵考生（简称“退役士兵考生”）：普通高校专科（含高职）应届毕业当年在沪应征入伍，并于2022年或2023年退伍的退役士兵；在校生（含高校新生）在沪应征入伍，退役后复学的普通高校2023届专科（含高职）毕业生。即在校期间入伍后回到学校完成学业即将毕业的应届生。,[]
高考学考,其他考试—专升本考试,报名篇,问：2023年报考专升本需要符合什么条件吗？答：（1）考生须大学英语四级考试成绩达425分及以上（其他语种作为个案由报考学校向市教委报批）。艺术类专业考生的外语要求由招生院校自主确定。（2）各招生院校原则上应要求考生持有上海市高等学校信息技术水平考试（上海市高等学校计算机等级考试）证书，对没有证书的考生应组织与该考试大纲同等要求的考试。相关要求须在各院校招生章程中明确告知。（3）退役士兵考生不受上述（1）、（2）项所列证书限制。（4）符合《教育部办公厅关于做好有关高校保送录取世界技能大赛获奖选手工作的通知》（教学厅〔2020〕3号）规定，在世界技能组织主办的世界技能大赛中获奖的专科（含高职）毕业生可向招生院校提出保送至相应本科专业的申请。,"['(专升本, 报考年份, 2023年)', '(四级, 最低分数要求, 425分及以上)', '(艺术类专业考生, 外语要求自主确定方, 招生高校)', '(上海市高校信息技术水平考试, 同称为, 上海市高等学校计算机等级考试)', '(世界技能大赛, 主办, 世界技能组织)']"
高考学考,其他考试—专升本考试,报名篇,问：“专升本”考试什么时候开始报名？答：考生可以关注“上海招考热线”网站（www.shmeea.edu.cn）—首页—高考学考—其他考试栏目发布的“20XX年上海市部分普通高校招收“专升本”新生网上报名及填报志愿即将开始”内信息。注：2023年报名时间为3月14日9:00-21:00和3月15日9:00-12:00。,"['(上海市教育考试院报名网站, 包含栏目, 高考学考)', '(高考学考栏目, 包含子栏目, 其他考试栏目)']"
高考学考,其他考试—专升本考试,报名篇,问：“专升本”考试怎样报名？答：考生需在规定时间内登录上海市教育考试院“上海招考热线”网站（www.shmeea.edu.cn），进入“考试报名”栏目，点击“20XX年上海市部分普通高校招收‘专升本’新生工作网上报名”选项。,"['(上海教育考试院, 主办, 上海市教育考试院报名网站)', '(上海市教育考试院报名网站, 包含, 考试报名栏目)', '(专升本, 报名方式, 上海招考热线网站在线报名)']"
高考学考,其他考试—专升本考试,报名篇,问：报名端口有“非退役士兵”和“退役士兵”，点哪个端口进去都可以报名吗？答：退役士兵选择“退役士兵”入口报名，其他考生选择“非退役士兵”入口。,"['(报名端口, 包含, 非退役士兵入口)', '(专升本考试报名端口, 分为, 退役士兵入口)', '(其他考生, 报名入口选择, 非退役士兵入口)', '(退役军人, 选择, 退役士兵入口)']"
高考学考,其他考试—专升本考试,报名篇,问：什么时候缴费，是报名的时候同时缴费吗？答：报名与缴费分开进行。考生可关注“上海招考热线”网站（www.shmeea.edu.cn）—首页—高考学考—其他考试栏目发布的“20XX年上海市部分普通高校招收“专升本”新生考试网上缴费即将开始”信息。如过时网上缴费系统将关闭。未缴费学生后续将无法下载准考证，不能参加“专升本”考试和录取。注：2023年专升本缴费时间在3月26日9:00-22:00、27日9:00-15:00。,"['(报名, 分开进行, 缴费)', '(上海市教育考试院报名网站, 包含栏目, 其他考试栏目)']"
高考学考,其他考试—专升本考试,报名篇,问：在哪里缴费？答：考生需在规定时间登录上海市教育考试院“上海招考热线”网站（www.shmeea.edu.cn），进入“考试报名”栏目，点击“20XX年‘专升本’考试网上缴费”选项。,"['(其他考试, 包含, 专升本)', '(上海教育考试院, 主办, 上海市教育考试院报名网站)', '(上海招考热线网站, 包含栏目, 考试报名)']"
高考学考,其他考试—专升本考试,考试篇,问：什么时候可以下载准考证？在哪里下载？答：考生需在规定时间登录上海市教育考试院“上海招考热线”网站（www.shmeea.edu.cn），进入“考试报名”栏目，点击“2023年‘专升本’考试准考证下载”选项。注：2023年专升本准考证下载时间4月1日9:00—4月7日22:00。,[]
高考学考,其他考试—专升本考试,考试篇,问：专升本考试安排在什么时间？答：请考生以准考证上的信息为准。注：2023年安排在2023年4月8日。,"['(专升本, 属于, 其他考试)', '(专升本, 考试时间, 2023年4月8日)', '(专升本, 考试时间依据, 准考证上的信息)']"
高考学考,其他考试—专升本考试,考试篇,问：退役士兵也要参加文化课考试吗？答：按照教育部、中央军委国防动员部有关文件精神，所有退役士兵考生一律免文化课考试，但须参加适应能力分流测试。测试委托上海杉达学院统一组织。测试内容包括军事常识、时事政治、文学常识、思维逻辑四个方面，满分200分，与其他考生做到“同时考不同卷”。注：以上是2023年文件要求。,[]
高考学考,其他考试—专升本考试,考试篇,问：考生是高校专科的保送生，保送生需要参加文化课统一考试吗？答：针对申请保送的考生，各相关招生院校须进行资格审核，并根据学校选拔要求组织相关综合考核，免于技能考核。详情请联系报考志愿院校。,"['(招生高校, 进行, 资格审核)', '(招生高校, 组织, 综合考核)', '(综合考核, 依据, 高校选拔要求)']"
高考学考,其他考试—专升本考试,志愿篇,问：专升本什么时候填报志愿？答：考生在报名同时填报志愿。注：2023年报名和志愿填报时间在2023年3月14日9:00-21:00和3月15日9:00-12:00。,[]
高考学考,其他考试—专升本考试,志愿篇,问：专升本可以填报几个志愿？答：根据报考对象有所不同。（1）符合报考对象第1、2项的考生限报一所院校。（2）符合报考对象第3项的考生须对所有院校进行排序填报，每所院校须至少填报1个专业志愿，缺报无法提交志愿信息。不得在“非退役士兵”系统入口进行报名。（3）申请保送的考生须进行网上报名并填报相应志愿。以下为报考对象：1. 本市普通高校2023届专科（含高职）毕业生和被外地高校录取的2023届专科（含高职）上海生源毕业生。其中，包括2023年春季毕业的专科（含高职）毕业生。2. 符合中共中央办公厅、国务院办公厅印发的《关于进一步引导和鼓励高校毕业生到基层工作的意见》（中办发〔2016〕79号）规定，参加基层服务项目前无工作经历的本市普通高校专科（含高职）毕业生和被外地高校录取的专科（含高职）上海生源毕业生，服务期满且考核合格后2年内，可享受2023届应届生待遇报考。3. 两类退役士兵考生：普通高校专科（含高职）应届毕业当年在沪应征入伍，并于2022年或2023年退伍的退役士兵；在校生（含高校新生）在沪应征入伍，退役后复学的普通高校2023届专科（含高职）毕业生。即在校期间入伍后回到学校完成学业即将毕业的应届生。,"['(专升本, 规定, 志愿填报规则)', '(符合报考对象第1项的考生, 限报, 1所院校)', '(符合报考对象第3项的考生, 必须排序填报, 所有院校)', '(保送考生, 须进行, 网上报名)', '(保送考生, 必须填报, 志愿)', '(退役士兵考生, 包括, 在校生应征入伍后复学的毕业生)', '(普通高校专科应届毕业当年在沪应征入伍的退役士兵, 退伍年份, 2022年或2023年)', '(在校生在沪应征入伍并退役后复学的专科毕业生, 毕业年份, 2023届)']"
高考学考,其他考试—普通高校联合招收华侨港澳台考试,录取篇,问：录取结果在哪里查询？什么时候可以查询录取结果？答：请查看填报志愿院校的公告信息。,"['(普通高校联合招收华侨港澳台考试, 属于, 其他考试)', '(录取篇, 属于, 普通高校联合招收华侨港澳台考试)', '(录取结果, 查询来源, 填报志愿院校的公告信息)']"
高考学考,其他考试—普通高校联合招收华侨港澳台考试,报名篇,问：报考港澳台联考需要满足什么条件？答：（1）考生报考条件及要求详见《2023年中华人民共和国普通高等学校联合招收华侨港澳台学生简章》。（2）考生报考所持的《港澳居民来往内地通行证》《台湾居民来往大陆通行证》《港澳居民居住证》《台湾居民居住证》和中华人民共和国护照均应在有效期内。（3）报名确认通过不代表报名资格审核通过。报名结束后，经有关部门核查不符合身份资格或学历资格的考生，一律不得参加考试和录取，已参加考试的取消所有科目考试成绩，已被录取的取消录取资格。详情请咨询广东省考试院（专线电话020-62833628）。,"['(普通高校联合招收华侨港澳台考试, 要求持有, 港澳居民来往内地通行证)', '(普通高校联合招收华侨港澳台考试, 需持有效证件, 台湾居民来往大陆通行证)', '(普通高校联合招收华侨港澳台考试, 需持, 港澳居民居住证)', '(普通高校联合招收华侨港澳台考试, 需持有效, 台湾居民居住证)', '(普通高校联合招收华侨港澳台考试, 所需证件, 中华人民共和国护照)', '(报名确认, 不代表, 报名资格审核)', '(广东省考试院, 专线电话, 020-62833628)', '(不符合报名资格, 取消, 考试成绩)', '(报名资格审核未通过, 导致, 取消录取资格)']"
高考学考,其他考试—普通高校联合招收华侨港澳台考试,报名篇,问：澳台联考怎样报名？答：报名网址：http://www.eeagd.edu.cn/lzks/全国联招管理系统考生端。,"['(普通高校联合招收华侨港澳台考试, 简称, 澳台联考)', '(普通高校联合招收华侨港澳台考试, 属于, 其他考试)', '(澳台联考, 报名系统, 全国联招管理系统考生端)']"
高考学考,其他考试—普通高校联合招收华侨港澳台考试,报名篇,问：什么时候报名？答：考生可以关注“上海招考热线”网站（www.shmeea.edu.cn）—首页—高考学考—其他考试栏目发布的“20XX年普通高校联合招收华侨港澳台学生入学考试网上报名”公告。注：2024年报考时间在3月1日至3月15日。3月11日至31日为报名确认时间。,"['(首页, 包含栏目, 高考学考)', '(高考学考, 包含栏目, 其他考试)', '(其他考试栏目, 发布, 2024年普通高校联合招收华侨港澳台学生入学考试网上报名公告)', '(普通高校联合招收华侨港澳台考试, 有相关问答对, 报名篇)', '(2024年普通高校联合招收华侨港澳台学生入学考试网上报名公告, 包含, 2024年报考时间)', '(普通高校联合招收华侨港澳台学生入学考试2024年报考时间, 时间范围, 3月1日至3月15日)', '(普通高校联合招收华侨港澳台考试, 报名确认时间, 3月11日至3月31日)']"
高考学考,其他考试—普通高校联合招收华侨港澳台考试,考试篇,"问：港澳台联考什么时候组织考试？ 答：以下为2024年考试时间。考试日期：5月18日（星期六），考试时间：9:00 - 11:30，考试科目：中文
考试日期：5月18日（星期六），考试时间：13:30 - 15:30，考试科目：英语
考试日期：5月19日（星期日），考试时间：9:00 - 11:00，考试科目：数学
考试日期：5月19日（星期日），考试时间：13:00 - 15:00，考试科目：物理/历史
考试日期：5月19日（星期日），考试时间：16:00 - 18:00，考试科目：化学/地理","['(港澳台联考中文科目, 考试时间, 2024年5月18日（星期六） 9:00 - 11:30)', '(港澳台联考英语科目, 考试时间, 2024年5月18日（星期六） 13:30 - 15:30)', '(港澳台联考数学科目, 考试时间, 2024年5月19日（星期日） 9:00 - 11:00)', '(港澳台联考物理/历史科目, 考试时间, 2024年5月19日（星期日） 13:00 - 15:00)', '(港澳台联考化学/地理科目, 考试时间, 2024年5月19日（星期日） 16:00 - 18:00)']"
高考学考,其他考试—普通高校联合招收华侨港澳台考试,考试篇,问：准考证怎样下载？答：考生须自行网上下载打印《准考证》。具体下载时间和网址请关注联招办官网(http://eea.gd.gov.cn/lhzs/index.html）发布信息。,[]
高考学考,其他考试—普通高校联合招收华侨港澳台考试,考试篇,问：考试规则哪里可以查看？答：考生可关注“上海招考热线”网站（www.shmeea.edu.cn）—首页—高考学考—其他考试栏目发布的“20XX年普通高校联合招收华侨港澳台学生入学考试即将举行”信息。,"['(上海招考热线网站, 包含栏目, 高考学考)', '(高考学考, 包含子栏目, 其他考试)', '(上海市教育考试院报名网站, 发布, 普通高校联合招收华侨港澳台考试信息)', '(上海市教育考试院报名网站, 发布, 20XX年普通高校联合招收华侨港澳台学生入学考试即将举行)']"
高考学考,其他考试—普通高校联合招收华侨港澳台考试,考试篇,问：考生如果迟到，最晚什么时候可以进入考场？答：英语科开考前15分钟（13:15）起禁止考生入场，凡于13:15至13:45之间到达的考生，待听力考试结束后，方可进入考场；其他科目开考15分钟后禁止考生入场。,"['(普通高校联合招收华侨港澳台考试, 包含科目, 英语科目)', '(普通高校联合招收华侨港澳台考试-其他科目, 禁止入场时间, 开考15分钟后)']"
高考学考,其他考试—普通高校联合招收华侨港澳台考试,考试篇,问：数学考试可以携带计算器吗？答：不可以，所有科目均不允许使用计算器。,"['(普通高校联合招收华侨港澳台考试, 不允许使用, 计算器)']"
高考学考,其他考试—普通高校联合招收华侨港澳台考试,考试篇,问：考试时需要携带什么证件？答：考生必须持本人《准考证》及有效证件原件：港澳考生持（1）港澳居民身份证和（2）《港澳居民来往内地通行证》或《港澳居民居住证》。台湾考生持（1）在台湾居住的有效身份证明和（2）《台湾居民来往大陆通行证》或《台湾居民居住证》、华侨考生持中华人民共和国护照），两证齐全方可参加考试。,"['(普通高校联合招收华侨港澳台考试, 需携带, 准考证及有效证件原件)', '(港澳考生, 需携带, 港澳居民身份证)', '(台湾考生, 需携带, 台湾居住的有效身份证明)', '(台湾考生, 需携带, 台湾居民来往大陆通行证)', '(华侨考生, 需携带, 中华人民共和国护照)']"
中考中招,中考中招,结果篇,问：考试成绩什么时候可以查询？答：该考试由广东省考试院负责，具体信息请考生关注联招办官网（http://eea.gd.gov.cn/lhzs/index.html）《全国联招考试成绩查询、志愿填报及录取安排的通知》公告。,"['(广东省考试院, 负责, 中考中招考试)']"
中考中招,中考中招,结果篇,问：对考试成绩不认可需要复核？答：该考试由广东省考试院负责，具体信息请考生关注联招办官网（http://eea.gd.gov.cn/lhzs/index.html）《全国联招考试成绩查询、志愿填报及录取安排的通知》公告。,[]
中考中招,中考中招,报名篇,问：本市户籍参加上海中招有哪些报名条件？答：具有本市常住户口的应届初三学生或18周岁以下（2006年9月1日及以后出生，下同）往届初中毕业生、结业生，可在学籍学校（或原初中毕业学校，下同）或户口所在区报名。注：以上为2024年中招报名条件。,"['(应届初三学生, 需具有, 本市常住户口)', '(往届初中毕业生, 年龄限制为, 18周岁以下)', '(结业生, 年龄限制, 18周岁以下)', '(应届初三学生, 报名地点, 学籍学校或户口所在区)', '(往届初中毕业生, 报名地点, 原初中毕业学校)', '(往届初中毕业生或结业生, 报名地点, 学籍学校或户口所在区)', '(结业生, 报名地点, 原初中毕业学校)', '(2024年中招报名条件, 适用于, 上海中招)']"
中考中招,中考中招,报名篇,问：非本市户籍考生参加上海中招有哪些报名条件？答：符合下列情况之一的非本市常住户口学生可在本市参加中招报名：（1）学生父母一方持有效期内《上海市居住证》且积分达到标准分值，同时本人为持有效期内《上海市居住证》的应届初三学生或18周岁以下本市往届初中毕业生，可在学籍学校或学生所持有的《上海市居住证》上登记地址所在区报名。（2）学生父母一方及本人持有效期内《上海市海外人才居住证》或学生属于市人力资源社会保障局认定的“本市户籍留学人员其持外国护照子女”，学生为本市应届初三学生或18周岁以下本市往届初中毕业生，可在学籍学校所在区报名。 （3）学生父母一方现属本市常住户口（其中现属本市常住户口为学生继父母或养父母的，须依法与学生建立抚养关系或收养关系连续满3年）的本市应届初三学生或18周岁以下本市往届初中毕业生（往届生须取得2022年本市中招报名资格），可在学籍学校所在区报名。符合此类情况的学生须具有连续3年本市初中学籍；学生本人有效期内连续满3年《上海市居住证》，或有效期内《上海市居住证》地址与现属本市常住户口父（或母）实际居住地址一致。（4）学生父母一方为在沪高校、科研机构博士后流动站（工作站）人员，学生为应届初三学生或18周岁以下本市往届初中毕业生，可在学籍学校或设站单位所在区报名。 （5）学生父母一方为经市政府合作交流办审核登记的地级市以上（含地级市）政府驻沪办事机构有关工作人员，学生为本市应届初三学生或18周岁以下本市往届初中毕业生，可在学籍学校所在区报名。（6）学生属在沪台胞，香港、澳门特别行政区永久居民身份，且为本市应届初三学生或18周岁以下本市往届初中毕业生，可在学籍学校所在区报名。（7）学生属经市政府侨办认定华侨身份，且为本市应届初三学生或18周岁以下本市往届初中毕业生，可在学籍学校所在区报名。（8）学生为在沪定居并持《中华人民共和国外国人永久居留证》，且为本市应届初三学生或18周岁以下本市往届初中毕业生，可在学籍学校所在区报名。（9）学生属过渡期内锁定名单梅山后方基地职工子女，且为应届初三学生或18周岁以下往届初中毕业生，可在梅山后方基地报名。（10）持有效签证的外国护照并合法在本市居留的18周岁以下学生，如继续在本市高中阶段学校升学就读，可在学籍学校所在区报名。注：以上为2024年中招报名条件。,"['(学生父母一方, 持, 有效期内且积分达标的上海市居住证)', '(学生父母一方的上海市居住证, 积分达到, 标准分值)', '(学生父母一方及本人, 持, 上海市海外人才居住证)', '(学生, 属于, 市人社局认定的本市户籍留学人员持外国护照子女)', '(市人力资源社会保障局, 认定, 本市户籍留学人员其持外国护照子女)', '(学生父母一方, 具有, 本市常住户口)', '(学生, 持, 有效期内连续满3年上海市居住证)', '(学生父母一方, 为, 经市政府合作交流办审核登记的地级市以上政府驻沪办事机构有关工作人员)', '(学生, 属于, 在沪台胞)', '(学生, 属, 香港特别行政区永久居民身份)', '(市政府侨办, 认定, 华侨身份)', '(学生, 持, 中华人民共和国外国人永久居留证)', '(学生, 属于, 过渡期内锁定名单梅山后方基地职工子女)', '(学生, 持, 有效签证的外国护照)']"
中考中招,中考中招,报名篇,问：考生能够在多个区报名参加中招吗？答：不能。参加报名的学生只限在1个区参加报名。,"['(中考中招报名, 限报区数, 1)']"
中考中招,中考中招,报名篇,问：报名已经完成后是否可以更改报名区？答：不能更改。学生完成报名信息确认后不可更改信息。,"['(学生, 确认, 报名信息)', '(报名确认, 禁止, 更改报名区)']"
中考中招,中考中招,报名篇,问：考生已经考入了高中学校或中职校，对目前的学校不满意是否可以再次报名参加中招。答：不能，高中阶段学校在校生不得参加中招报名。,"['(考生, 就读于, 高中学校)', '(考生, 就读于, 中职校)', '(高中阶段学校在校生, 不得参加, 中招报名)']"
中考中招,中考中招,报名篇,"问：是否有中招报名条件一览表？
答：详见下图2024年高中阶段学校招生一览表：类型：本市常住户口学生；资格：应届初三学生或18周岁以下往届初中毕业生、结业生；相关材料：大数据中心在线核验（提供学生本人户口本复印件留档）；报考地：学籍（原毕业）学校或户口所在区；备注：无类型：非本市户口学生，学生父母一方持有效期内《上海市居住证》且积分达到标准分值；资格：应届初三学生或18周岁以下本市往届初中毕业生；相关材料：1.学生父母一方《上海市居住证》和身份证、积分通知单；2.学生本人《上海市居住证》（或居住登记凭证）、户籍材料、出生材料等（必要时再提供其他亲子关系材料）；3.学生信息须在本市居住证积分管理系统中查询确认；报考地：学籍（原毕业）学校或学生持有的《上海市居住证》上登记地址所在区；备注：今后如需参加本市普通高校考试招生报名、普通高校联合招收华侨港澳台学生报名以及高等学校接受国际学生报名的，按当年教育部和上海市教委相关政策执行类型：非本市户口学生，学生父母一方及学生本人持有效期内《上海市海外人才居住证》或学生属于市人保局认定的“本市户籍留学人员其持外国护照子女；资格：本市应届初三学生或18周岁以下本市往届初中毕业生；相关材料：1.学生父母一方及本人的身份证等材料；2.学生父母一方及本人《上海市海外人才居住证》或市人保局出具的《具有本市户籍留学人员其持外国护照子女享受优惠政策证明》等；报考地：学籍（原毕业）学校所在区；备注：今后如需参加本市普通高校考试招生报名、普通高校联合招收华侨港澳台学生报名以及高等学校接受国际学生报名的，按当年教育部和上海市教委相关政策执行。类型：非本市户口学生，学生父母一方现属本市常住户口（其中现属本市常住户口为学生继父母或养父母的，须依法与学生建立抚养关系或收养关系连续满3年）；资格：本市应届初三学生或18周岁以下本市往届初中毕业生（往届生须取得2023年本市中招报名资格）；相关材料：1.学生现属本市常住户口方父（或母）及学生本人户口证明和关系材料（必要时提供亲子关系材料），其中学生与本市现属常住户口父（或母）为继子女关系的，需提供学生父母结婚证（需在2021年8月31日之前）等婚姻关系材料。学生与本市现属常住户口父（或母）为养子女关系的，需提供学生本人合法的收养证（需在2021年8月31日之前）等收养关系材料；2.学生本人连续三年本市初中学籍；3.学生本人有效期内连续满3年《上海市居住证》（须在2021年8月31日之前办出），或者学生有效期内《上海市居住证》地址与现属本市常住户口父（或母）实际居住地址一致材料；报考地：学籍（原毕业）学校所在区；备注：今后如需参加本市普通高校考试招生报名、普通高校联合招收华侨港澳台学生报名以及高等学校接受国际学生报名的，按当年教育部和上海市教委相关政策执行。类型：非本市户口学生，学生父母一方为在沪高校、科研机构博士后流动站（工作站）人员；资格：应届初三学生或18周岁以下本市往届初中毕业生；相关材料：1.学生户口本；2.上海市博士后工作办公室出具证明等；报考地：学籍（原毕业）学校或设站单位所在区；备注：今后如需参加本市普通高校考试招生报名、普通高校联合招收华侨港澳台学生报名以及高等学校接受国际学生报名的，按当年教育部和上海市教委相关政策执行。类型：非本市户口学生，学生父母一方为经市政府合作交流办公室审核登记的地级市以上（含地级市）政府驻沪办事机构有关工作人员；资格：本市应届初三学生或18周岁以下本市往届初中毕业生；相关材料：市政府合作交流办和市教委共同核定名单等；报考地：学籍（原毕业）学校所在区；备注：今后如需参加本市普通高校考试招生报名、普通高校联合招收华侨港澳台学生报名以及高等学校接受国际学生报名的，按当年教育部和上海市教委相关政策执行。类型：非本市户口学生，学生属在沪台胞，香港、澳门特别行政区永久居民；资格：本市应届初三学生或18周岁以下本市往届初中毕业生；相关材料：在沪台胞（以下两类符合其一）：1.学生本人《中华人民共和国台湾居民居住证》；2.学生本人台湾居民来往大陆通行证及本市境外人员住宿登记。香港、澳门特别行政区永久居民（以下两类符合其一）：1.学生本人《中华人民共和国港澳居民居住证》及香港或澳门特别行政区永久居民身份证；2.学生本人港澳居民来往大陆通行证、本市境外人员住宿登记表及香港或澳门特别行政区永久居民身份证；报考地：学籍（原毕业）学校所在区；备注：今后如需参加本市普通高校考试招生报名、普通高校联合招收华侨港澳台学生报名以及高等学校接受国际学生报名的，按当年教育部和上海市教委相关政策执行。类型：非本市户口学生，学生属经市政府侨办认定的本市华侨；资格：本市应届初三学生或18周岁以下本市往届初中毕业生；相关材料：市政府侨办国内处证明等；报考地：学籍（原毕业）学校所在区；备注：今后如需参加本市普通高校考试招生报名、普通高校联合招收华侨港澳台学生报名以及高等学校接受国际学生报名的，按当年教育部和上海市教委相关政策执行。类型：非本市户口学生，学生为在沪定居并持《中华人民共和国外国人永久居留证》；资格：本市应届初三学生或18周岁以下本市往届初中毕业生；相关材料：有效期内的《中华人民共和国外国人永久居留证》等；报考地：学籍（原毕业）学校所在区；备注：今后如需参加本市普通高校考试招生报名、普通高校联合招收华侨港澳台学生报名以及高等学校接受国际学生报名的，按当年教育部和上海市教委相关政策执行。类型：外籍学生，学生持有效签证的外国护照；资格：本市应届初三学生或18周岁以下本市往届初中毕业生；相关材料：学生本人的有效签证外国护照（须有中华人民共和国外国人居留许可页）和境外人员住宿登记表等（必要时提供户口注销材料）；报考地：学籍（原毕业）学校所在区；备注：今后如需参加本市普通高校考试招生报名、普通高校联合招收华侨港澳台学生报名以及高等学校接受国际学生报名的，按当年教育部和上海市教委相关政策执行。
说明：《上海市居住证》《上海市海外人才居住证》须至2024年5月7日仍有效；本市户籍信息及《上海市居住证》等部分证明材料通过市大数中心在线核验。","['(中招报名条件一览表, 说明文件为, 2024年高中阶段学校招生一览表说明)', '(上海市居住证, 有效期截止日期, 2024年5月7日)', '(上海市海外人才居住证, 有效期至, 2024年5月7日)', '(本市户籍信息, 核验方式, 市大数中心在线核验)', '(上海市居住证, 核验方式, 市大数中心在线核验)']"
